# GOAE-Leistungskatalog fuer den Abrechnungskalkulator
#
# Quelle: Gebührenordnung für Ärzte (GOÄ)
#   amtliche Fassung von "Gesetze im Internet"
#   https://www.gesetze-im-internet.de/go__1982/
#   Datei BJNR015220982.xml, abgerufen 2026-05-14
# Stand: Neugefasst durch Bek. v. 9.2.1996 I 210; zuletzt geändert durch Art. 3b G v. 19.7.2023 I Nr. 197
#
# Erzeugt mit werkzeuge/katalog_erzeugen.py - nicht von Hand aendern.
# Eigene Ziffern gehoeren in eine zusaetzliche Datei und werden mit
#   kalkulator.py katalog-import <datei.csv>
# eingespielt.
#
# Der Eurobetrag ergibt sich nach § 5 Abs. 1 GOAE aus
#   Punktzahl x 0,0582873 EUR x Steigerungsfaktor.
# Die Betragsspalte des amtlichen Verzeichnisses ist noch in DM gefuehrt und
# daher hier nicht enthalten.
#
# Spalten:
#   nummer        GOAE-Nummer
#   bezeichnung   Leistungslegende (Leerzeichen normiert, sonst unveraendert)
#   punktzahl     Punktzahl nach dem Gebuehrenverzeichnis
#   abschnitt     Abschnitt B bis P des Gebuehrenverzeichnisses
#   klasse        Steigerungsklasse nach § 5 GOAE:
#                   aerztlich  Abs. 2  - Regelsatz 2,3   Hoechstsatz 3,5
#                   technisch  Abs. 3  - Regelsatz 1,8   Hoechstsatz 2,5
#                              (Abschnitte A, E und O)
#                   labor      Abs. 4  - Regelsatz 1,15  Hoechstsatz 1,3
#                              (Abschnitt M und Nummer 437)
#   regelsatz     Schwellenwert; darueber ist eine Begruendung noetig (§ 12 GOAE)
#   hoechstsatz   Hoechstsatz der Steigerungsklasse
#   herkunft      direkt = Punktzahl steht im Verzeichnis bei dieser Nummer
#                 sammel = Nummer gehoert zu einer Sammelposition; die Punktzahl
#                          steht in deren Ueberschrift ("... je Messgroesse 70
#                          7,98 Katalog 3512 ... 3514 Glukose ...")
nummer;bezeichnung;punktzahl;abschnitt;klasse;regelsatz;hoechstsatz;herkunft
1401;Hörprüfung mittels einfacher audiologischer Testverfahren (mindestens fünf Frequenzen);60;J;technisch;1.8;2.5;direkt
1403;Tonschwellenaudiometrische Untersuchung, auch beidseitig, (Bestimmung der Hörschwelle mit 8 bis 12 Prüffrequenzen oder mittels kontinuierlicher Frequenzänderung im Hauptfrequenzbereich des menschlichen Gehörs, in Luft- und in Knochenleitung, auch mit Vertäubung) - auch mit Bestimmung der Intensitätsbreite und gegebenenfalls einschließlich überschwelliger audiometrischer Untersuchung -;158;J;technisch;1.8;2.5;direkt
1404;Sprachaudiometrische Untersuchung, auch beidseitig, (Ermittlung des Hörverlustes für Sprache und des Diskriminationsverlustes nach DIN-Norm, getrennt für das rechte und linke Ohr über Kopfhörer, erforderlichenfalls auch über Knochenleitung, gegebenenfalls einschließlich Prüfung des beidohrigen Satzverständnisses über Lautsprecher);158;J;technisch;1.8;2.5;direkt
1405;Sprachaudiometrische Untersuchung zur Kontrolle angepaßter Hörgeräte im freien Schallfeld;63;J;technisch;1.8;2.5;direkt
1406;Kinderaudiometrie (in der Regel bis zur Vollendung des 7. Lebensjahres) zur Ermittlung des Schwellengehörs (Knochen- und Luftleitung) mit Hilfe von bedingten und/oder Orientierungsreflexen - gegebenenfalls einschließlich überschwelliger audiometrischer Untersuchung und Messungen zur Hörgeräteanpassung -;182;J;technisch;1.8;2.5;direkt
1407;Impedanzmessung am Trommelfell und/oder an den Binnenohrmuskeln (z.B. Stapedius-Lautheitstest), auch beidseitig;182;J;aerztlich;2.3;3.5;direkt
1408;Audioelektroenzephalographische Untersuchung;888;J;aerztlich;2.3;3.5;direkt
1409;Messung otoakustischer Emissionen;400;J;aerztlich;2.3;3.5;direkt
1412;Experimentelle Prüfung des statischen Gleichgewichts (Drehversuch, kalorische Prüfung und Lagenystagmus);91;J;aerztlich;2.3;3.5;direkt
1413;Elektronystagmographische Untersuchung;265;J;aerztlich;2.3;3.5;direkt
1414;Diaphanoskopie der Nebenhöhlen der Nase;42;J;aerztlich;2.3;3.5;direkt
1415;Binokularmikroskopische Untersuchung des Trommelfells und/oder der Paukenhöhle zwecks diagnostischer Abklärung, als selbständige Leistung;91;J;aerztlich;2.3;3.5;direkt
1416;Stroboskopische Untersuchung der Stimmbänder;121;J;aerztlich;2.3;3.5;direkt
1417;Rhinomanometrische Untersuchung;100;J;aerztlich;2.3;3.5;direkt
1418;Endoskopische Untersuchung der Nasenhaupthöhlen und/oder des Nasenrachenraums - gegebenenfalls einschließlich der Stimmbänder -;180;J;aerztlich;2.3;3.5;direkt
1425;Ausstopfung der Nase von vorn, als selbständige Leistung;50;J;aerztlich;2.3;3.5;direkt
1426;Ausstopfung der Nase von vorn und hinten, als selbständige Leistung;100;J;aerztlich;2.3;3.5;direkt
1427;Entfernung von Fremdkörpern aus dem Naseninnern, als selbständige Leistung;95;J;aerztlich;2.3;3.5;direkt
1428;Operativer Eingriff zur Entfernung festsitzender Fremdkörper aus der Nase;370;J;aerztlich;2.3;3.5;direkt
1429;Kauterisation im Naseninnern, je Sitzung;76;J;aerztlich;2.3;3.5;direkt
1430;Operativer Eingriff in der Nase, wie Muschelfrakturierung, Muschelquetschung, Kaltkaustik der Muscheln, Synechielösung und/oder Probeexzision;119;J;aerztlich;2.3;3.5;direkt
1435;Stillung von Nasenbluten mittels Ätzung und/oder Tamponade und/oder Kauterisation, auch beidseitig;91;J;aerztlich;2.3;3.5;direkt
1436;Gezielte Anbringung von Ätzmitteln im hinteren Nasenraum unter Spiegelbeleuchtung oder Ätzung des Seitenstranges, auch beidseitig;36;J;aerztlich;2.3;3.5;direkt
1438;Teilweise oder vollständige Abtragung einer Nasenmuschel;370;J;aerztlich;2.3;3.5;direkt
1439;Teilweise oder vollständige Abtragung von Auswüchsen der Nasenscheidewand einer Seite;370;J;aerztlich;2.3;3.5;direkt
1440;Operative Entfernung einzelner Nasenpolypen oder anderer Neubildungen einer Nasenseite;130;J;aerztlich;2.3;3.5;direkt
1441;Operative Entfernung mehrerer Nasenpolypen oder schwieriger zu operierender Neubildungen einer Nasenseite, auch in mehreren Sitzungen;296;J;aerztlich;2.3;3.5;direkt
1445;Submuköse Resektion an der Nasenscheidewand;463;J;aerztlich;2.3;3.5;direkt
1446;Submuköse Resektion an der Nasenscheidewand mit Resektion der ausgedehnten knöchernen Leiste;739;J;aerztlich;2.3;3.5;direkt
1447;Plastische Korrektur am Nasenseptum und an den Weichteilen zur funktionellen Wiederherstellung der Nasenatmung - gegebenenfalls einschließlich der Leistungen nach den Nummern 1439, 1445, 1446 und 1456 -, auch in mehreren Sitzungen;1660;J;aerztlich;2.3;3.5;direkt
1448;Plastische Korrektur am Nasenseptum und an den Weichteilen und am knöchernen Nasengerüst zur funktionellen Wiederherstellung der Nasenatmung - gegebenenfalls einschließlich der Leistungen nach den Nummern 1439, 1445, 1446 und 1456 -, auch in mehreren Sitzungen;2370;J;aerztlich;2.3;3.5;direkt
1449;Plastische Operation bei rekonstruierender Teilplastik der äußeren Nase, auch in mehreren Sitzungen;3700;J;aerztlich;2.3;3.5;direkt
1450;Rekonstruierende Totalplastik der äußeren Nase, auch in mehreren Sitzungen;7400;J;aerztlich;2.3;3.5;direkt
1452;Umfangreiche operative Teilentfernung der äußeren Nase;800;J;aerztlich;2.3;3.5;direkt
1453;Operative Entfernung der gesamten Nase;1100;J;aerztlich;2.3;3.5;direkt
1455;Plastische Operation zum Verschluß einer Nasenscheidewandperforation;550;J;aerztlich;2.3;3.5;direkt
1456;Operative Verschmälerung des Nasensteges;232;J;aerztlich;2.3;3.5;direkt
1457;Operative Korrektur eines Nasenflügels;370;J;aerztlich;2.3;3.5;direkt
1458;Beseitigung eines knöchernen Choanenverschlusses;1290;J;aerztlich;2.3;3.5;direkt
1459;Eröffnung eines Abszesses der Nasenscheidewand;74;J;aerztlich;2.3;3.5;direkt
1465;Punktion einer Kieferhöhle - gegebenenfalls einschließlich Spülung und/oder Instillation von Medikamenten -;119;J;aerztlich;2.3;3.5;direkt
1466;Endoskopische Untersuchung der Kieferhöhle (Antroskopie) - gegebenenfalls einschließlich der Leistung nach Nummer 1465 -;178;J;aerztlich;2.3;3.5;direkt
1467;Operative Eröffnung einer Kieferhöhle vom Mundvorhof aus - einschließlich Fensterung -;407;J;aerztlich;2.3;3.5;direkt
1468;Operative Eröffnung einer Kieferhöhle von der Nase aus;296;J;aerztlich;2.3;3.5;direkt
1469;Keilbeinhöhlenoperation oder Ausräumung der Siebbeinzellen von der Nase aus;554;J;aerztlich;2.3;3.5;direkt
1470;Keilbeinhöhlenoperation oder Ausräumung der Siebbeinzellen von der Nase aus - einschließlich teilweiser oder vollständiger Abtragung einer Nasenmuschel oder von Auswüchsen der Nasenscheidewand -;739;J;aerztlich;2.3;3.5;direkt
1471;Operative Eröffnung der Stirnhöhle - gegebenenfalls auch der Siebbeinzellen - vom Naseninnern aus;1480;J;aerztlich;2.3;3.5;direkt
1472;Anbohrung der Stirnhöhle von außen;222;J;aerztlich;2.3;3.5;direkt
1473;Plastische Rekonstruktion der Stirnhöhlenvorderwand, auch in mehreren Sitzungen;2220;J;aerztlich;2.3;3.5;direkt
1478;Sondierung und/oder Bougierung der Stirnhöhle vom Naseninnern aus - gegebenenfalls einschließlich Spülung und/oder Instillation von Arzneimitteln -;178;J;aerztlich;2.3;3.5;direkt
1479;Ausspülung der Kiefer-, Keilbein-, Stirnhöhle von der natürlichen oder künstlichen Öffnung aus - auch Spülung mehrerer dieser Höhlen, auch einschließlich Instillation von Arzneimitteln -;59;J;aerztlich;2.3;3.5;direkt
1480;Absaugen der Nebenhöhlen;45;J;aerztlich;2.3;3.5;direkt
1485;Operative Eröffnung und Ausräumung der Stirnhöhle oder der Kieferhöhle oder der Siebbeinzellen von außen;924;J;aerztlich;2.3;3.5;direkt
1486;Radikaloperation der Kieferhöhle;1110;J;aerztlich;2.3;3.5;direkt
1487;Radikaloperation einer Stirnhöhle einschließlich der Siebbeinzellen von außen;1480;J;aerztlich;2.3;3.5;direkt
1488;Radikaloperation sämtlicher Nebenhöhlen einer Seite;1850;J;aerztlich;2.3;3.5;direkt
1492;Osteoplastische Operation zur Verengung der Nase bei Ozaena;1290;J;aerztlich;2.3;3.5;direkt
1493;Entfernung der vergrößerten Rachenmandel (Adenotomie);296;J;aerztlich;2.3;3.5;direkt
1495;Entfernung eines Nasenrachenfibroms;1110;J;aerztlich;2.3;3.5;direkt
1496;Eröffnung des Türkensattels vom Naseninnern aus;2220;J;aerztlich;2.3;3.5;direkt
1497;Tränensackoperation vom Naseninnern aus;1110;J;aerztlich;2.3;3.5;direkt
1498;Konservative Behandlung der Gaumenmandeln (z.B. Schlitzung, Saugung);44;J;aerztlich;2.3;3.5;direkt
1499;Ausschälung und Resektion einer Gaumenmandel mit der Kapsel (Tonsillektomie);463;J;aerztlich;2.3;3.5;direkt
1500;Ausschälung und Resektion beider Gaumenmandeln mit den Kapseln (Tonsillektomie);739;J;aerztlich;2.3;3.5;direkt
1501;Operative Behandlung einer konservativ unstillbaren Nachblutung nach Tonsillektomie;333;J;aerztlich;2.3;3.5;direkt
1505;Eröffnung eines peritonsillären Abszesses;148;J;aerztlich;2.3;3.5;direkt
1506;Eröffnung eines retropharyngealen Abszesses;185;J;aerztlich;2.3;3.5;direkt
1507;Wiedereröffnung eines peritonsillären Abszesses;56;J;aerztlich;2.3;3.5;direkt
1508;Entfernung von eingespießten Fremdkörpern aus dem Rachen oder Mund;93;J;aerztlich;2.3;3.5;direkt
1509;Operative Behandlung einer Mundbodenphlegmone;463;J;aerztlich;2.3;3.5;direkt
1510;Schlitzung des Parotis- oder Submandibularis- Ausführungsganges - gegebenenfalls einschließlich Entfernung von Stenosen -;190;J;aerztlich;2.3;3.5;direkt
1511;Eröffnung eines Zungenabszesses;185;J;aerztlich;2.3;3.5;direkt
1512;Teilweise Entfernung der Zunge - gegebenenfalls einschließlich Unterbindung der Arteria lingualis -;1110;J;aerztlich;2.3;3.5;direkt
1513;Keilexzision aus der Zunge;370;J;aerztlich;2.3;3.5;direkt
1514;Entfernung der Zunge mit Unterbindung der Arteriae linguales;2220;J;aerztlich;2.3;3.5;direkt
1518;Operation einer Speichelfistel;739;J;aerztlich;2.3;3.5;direkt
1519;Operative Entfernung von Speichelstein(en);554;J;aerztlich;2.3;3.5;direkt
1520;Exstirpation der Unterkiefer- und/oder Unterzungenspeicheldrüse(n);900;J;aerztlich;2.3;3.5;direkt
1521;Speicheldrüsentumorexstirpation einschließlich Ausräumung des regionären Lymphstromgebietes;1850;J;aerztlich;2.3;3.5;direkt
1522;Parotisexstirpation mit Präparation des Nervus facialis - gegebenenfalls einschließlich Ausräumung des regionären Lymphstromgebietes -;2000;J;aerztlich;2.3;3.5;direkt
1525;Einbringung von Arzneimitteln in den Kehlkopf unter Spiegelbeleuchtung;46;J;aerztlich;2.3;3.5;direkt
1526;Chemische Ätzung im Kehlkopf;76;J;aerztlich;2.3;3.5;direkt
1527;Galvanokaustik oder Elektrolyse oder Kürettement im Kehlkopf;370;J;aerztlich;2.3;3.5;direkt
1528;Fremdkörperentfernung aus dem Kehlkopf;554;J;aerztlich;2.3;3.5;direkt
1529;Intubation oder Einführung von Dehnungsinstrumenten in den Kehlkopf, als selbständige Leistung;152;J;aerztlich;2.3;3.5;direkt
1530;Untersuchung des Kehlkopfes mit dem Laryngoskop;182;J;aerztlich;2.3;3.5;direkt
1532;Endobronchiale Behandlung mit weichem Rohr;182;J;aerztlich;2.3;3.5;direkt
1533;Schwebe- oder Stützlaryngoskopie, jeweils als selbständige Leistung;500;J;aerztlich;2.3;3.5;direkt
1534;Probeexzision aus dem Kehlkopf;463;J;aerztlich;2.3;3.5;direkt
1535;Entfernung von Polypen oder anderen Geschwülsten aus dem Kehlkopf;647;J;aerztlich;2.3;3.5;direkt
1540;Endolaryngeale Resektion oder frontolaterale Teilresektion eines Stimmbandes;1850;J;aerztlich;2.3;3.5;direkt
1541;Operative Beseitigung einer Stenose im Glottisbereich;1390;J;aerztlich;2.3;3.5;direkt
1542;Kehlkopfplastik mit Stimmbandverlagerung;1850;J;aerztlich;2.3;3.5;direkt
1543;Teilweise Entfernung des Kehlkopfes;1650;J;aerztlich;2.3;3.5;direkt
1544;Teilweise Entfernung des Kehlkopfes - einschließlich Zungenbeinresektion und Pharynxplastik -;1850;J;aerztlich;2.3;3.5;direkt
1545;Totalexstirpation des Kehlkopfes;2220;J;aerztlich;2.3;3.5;direkt
1546;Totalexstirpation des Kehlkopfes - einschließlich Ausräumung des regionären Lymphstromgebietes und gegebenenfalls von benachbarten Organen -;3700;J;aerztlich;2.3;3.5;direkt
1547;Kehlkopfstenosenoperation mit Thyreochondrotomie - einschließlich plastischer Versorgung und gegebenenfalls Verlagerung eines Aryknorpels -;2770;J;aerztlich;2.3;3.5;direkt
1548;Einführung einer Silastikendoprothese im Larynxbereich;2060;J;aerztlich;2.3;3.5;direkt
1549;Fensterung des Schildknorpels zur Spickung mit Radionukliden;1200;J;aerztlich;2.3;3.5;direkt
1550;Spickung des Kehlkopfes mit Radionukliden bei vorhandener Fensterung des Schildknorpels;300;J;aerztlich;2.3;3.5;direkt
1551;Operative Versorgung einer Trümmerverletzung des Kehlkopfes und/oder der Trachea - gegebenenfalls mit Haut- und/oder Schleimhautplastik, auch mit Sternotomie -;3000;J;aerztlich;2.3;3.5;direkt
1555;Untersuchung der Sprache nach standardisierten Verfahren (Prüfung der Sprachentwicklung, der Artikulation, der Satzstruktur, des Sprachverständnisses, der zentralen Sprachverarbeitung und des Redeflusses);119;J;aerztlich;2.3;3.5;direkt
1556;Untersuchung der Stimme nach standardisierten Verfahren (Prüfung der Atmung, des Stimmklanges, des Stimmeinsatzes, der Tonhaltedauer, des Stimmumfanges und der Sprachstimmlage, gegebenenfalls auch mit Prüfung der Stimme nach Belastung);119;J;aerztlich;2.3;3.5;direkt
1557;Elektroglottographische Untersuchung;106;J;aerztlich;2.3;3.5;direkt
1558;Stimmtherapie bei Kehlkopflosen (Speiseröhrenersatzstimme oder elektronische Ersatzstimme), je Sitzung;148;J;technisch;1.8;2.5;direkt
1559;Sprachübungsbehandlung - einschließlich aller dazu gehörender Maßnahmen (z.B. Artikulationsübung, Ausbildung fehlender Laute, Satzstrukturübung, Redeflußübung, gegebenenfalls auch mit Atemtherapie und physikalischen Maßnahmen) -, als Einzelbehandlung, Dauer mindestens 30 Minuten;207;J;technisch;1.8;2.5;direkt
1560;Stimmübungsbehandlung - einschließlich aller dazu gehörender Maßnahmen (z.B. Stimmeinsatz, Stimmhalteübungen und -entspannungsübungen, gegebenenfalls auch mit Atemtherapie und physikalischen Maßnahmen) -, als Einzelbehandlung, Dauer mindestens 30 Minuten;207;J;technisch;1.8;2.5;direkt
1565;Entfernung von obturierenden Ohrenschmalz- pfröpfen, auch beidseitig;45;J;aerztlich;2.3;3.5;direkt
1566;Ausspülung des Kuppelraumes;45;J;aerztlich;2.3;3.5;direkt
1567;Spaltung von Furunkeln im äußeren Gehörgang;74;J;aerztlich;2.3;3.5;direkt
1568;Operation im äußeren Gehörgang (z.B. Entfernung gutartiger Hautneubildungen);185;J;aerztlich;2.3;3.5;direkt
1569;Entfernung eines nicht festsitzenden Fremdkörpers aus dem Gehörgang oder der Paukenhöhle;74;J;aerztlich;2.3;3.5;direkt
1570;Entfernung eines festsitzenden Fremdkörpers aus dem Gehörgang oder der Paukenhöhle;148;J;aerztlich;2.3;3.5;direkt
1575;Inzision des Trommelfells (Parazentese);130;J;aerztlich;2.3;3.5;direkt
1576;Anlage einer Paukenhöhlendauerdrainage (Inzision des Trommelfells mit Entleerung der Paukenhöhle und Einlegen eines Verweilröhrchens);320;J;aerztlich;2.3;3.5;direkt
1577;Einsetzen oder Auswechseln einer Trommelfellprothese oder Wiedereinlegen eines Verweilröhrchens;45;J;aerztlich;2.3;3.5;direkt
1578;Gezielte chemische Ätzung im Gehörgang unter Spiegelbeleuchtung, auch beidseitig;40;J;aerztlich;2.3;3.5;direkt
1579;Chemische Ätzung in der Paukenhöhle - gegebenenfalls einschließlich der Ätzung im Gehörgang -;70;J;aerztlich;2.3;3.5;direkt
1580;Galvanokaustik im Gehörgang oder in der Paukenhöhle;89;J;aerztlich;2.3;3.5;direkt
1585;Entfernung einzelner Granulationen vom Trommelfell und/oder aus der Paukenhöhle unter Anwendung des scharfen Löffels oder ähnliche kleinere Eingriffe;130;J;aerztlich;2.3;3.5;direkt
1586;Entfernung eines oder mehrerer größerer Polypen oder ähnlicher Gebilde aus dem Gehörgang oder der Paukenhöhle, auch in mehreren Sitzungen;296;J;aerztlich;2.3;3.5;direkt
1588;Hammer-Amboß-Extraktion oder ähnliche schwierige Eingriffe am Mittelohr vom Gehörgang aus (z.B. operative Deckung eines Trommelfelldefektes);554;J;aerztlich;2.3;3.5;direkt
1589;Dosierte luftdruck-kontrollierte Insufflation der Eustachischen Röhre unter Verwendung eines manometerbestückten Druckkompressors;30;J;aerztlich;2.3;3.5;direkt
1590;Katheterismus der Ohrtrompete - auch mit Bougierung und/oder Einbringung von Arzneimitteln und gegebenenfalls einschließlich Luftdusche -, auch beidseitig;74;J;aerztlich;2.3;3.5;direkt
1591;Vibrationsmassage des Trommelfells oder Anwendung der Drucksonde, auch beidseitig;40;J;aerztlich;2.3;3.5;direkt
1595;Operative Beseitigung einer Stenose im äußeren Gehörgang;1850;J;aerztlich;2.3;3.5;direkt
1596;Plastische Herstellung des äußeren Gehörganges bei Atresie;1480;J;aerztlich;2.3;3.5;direkt
1597;Operative Eröffnung des Warzenfortsatzes;1110;J;aerztlich;2.3;3.5;direkt
1598;Aufmeißelung des Warzenfortsatzes mit Freilegung sämtlicher Mittelohrräume (Radikaloperation);1660;J;aerztlich;2.3;3.5;direkt
1600;Eröffnung der Schädelhöhle mit Operation einer Sinus- oder Bulbusthrombose, des Labyrinthes oder eines Hirnabszesses - gegebenenfalls mit Aufmeißelung des Warzenfortsatzes und Freilegung sämtlicher Mittelohrräume -;2770;J;aerztlich;2.3;3.5;direkt
1601;Operation eines gutartigen Mittelohrtumors, auch Cholesteatom - gegebenenfalls einschließlich der Leistungen nach Nummer 1597 oder Nummer 1598 -;1660;J;aerztlich;2.3;3.5;direkt
1602;Operation eines destruktiv wachsenden Mittelohrtumors - gegebenenfalls einschließlich der Leistungen nach Nummer 1597, Nummer 1598 oder Nummer 1600 -;2770;J;aerztlich;2.3;3.5;direkt
1610;Tympanoplastik mit Interposition, zusätzlich zu den Leistungen nach den Nummern 1598, 1600 bis 1602;1480;J;aerztlich;2.3;3.5;direkt
1611;Myringoplastik vom Gehörgang aus;1480;J;aerztlich;2.3;3.5;direkt
1612;Eröffnung der Paukenhöhle durch temporäre Trommelfellaufklappung, als selbständige Leistung;1110;J;aerztlich;2.3;3.5;direkt
1613;Tympanoplastik mit Interposition, als selbständige Leistung;2350;J;aerztlich;2.3;3.5;direkt
1614;Tympanoplastik - einschließlich Interposition und Aufbau der Gehörknöchelchenkette -;3140;J;aerztlich;2.3;3.5;direkt
1620;Fensterungsoperation - einschließlich Eröffnung des Warzenfortsatzes -;2350;J;aerztlich;2.3;3.5;direkt
1621;Plastische Rekonstruktion der hinteren Gehörgangswand, als selbständige Leistung;1110;J;aerztlich;2.3;3.5;direkt
1622;Plastische Rekonstruktion der hinteren Gehörgangswand im Zusammenhang mit anderen Operationen;700;J;aerztlich;2.3;3.5;direkt
1623;Otoskleroseoperation vom Gehörgang aus (Fußplattenresektion) - gegebenenfalls einschließlich Interposition -;2350;J;aerztlich;2.3;3.5;direkt
1624;Dekompression des Saccus endolymphaticus oder des Innenohres mit Eröffnung des Sacculus;2350;J;aerztlich;2.3;3.5;direkt
1625;Fazialisdekompression, als selbständige Leistung;2220;J;aerztlich;2.3;3.5;direkt
1626;Fazialisdekompression, im Zusammenhang mit anderen operativen Leistungen;1330;J;aerztlich;2.3;3.5;direkt
1628;Plastischer Verschluß einer retroaurikulären Öffnung oder einer Kieferhöhlenfistel;739;J;aerztlich;2.3;3.5;direkt
1629;Extraduraler oder transtympanaler operativer Eingriff im Bereich des inneren Gehörganges;3700;J;aerztlich;2.3;3.5;direkt
1635;Operative Korrektur eines abstehenden Ohres (z.B. durch einfache Ohrmuschelanlegeplastik mit Knorpelexzision);739;J;aerztlich;2.3;3.5;direkt
1636;Plastische Operation zur Korrektur der Ohrmuschelform;887;J;aerztlich;2.3;3.5;direkt
1637;Plastische Operation zur Korrektur von Form, Größe und Stellung der Ohrmuschel;1400;J;aerztlich;2.3;3.5;direkt
1638;Plastische Operation zum Aufbau einer Ohrmuschel bei Aplasie oder Ohrmuschelverlust, auch in mehreren Sitzungen;4500;J;aerztlich;2.3;3.5;direkt
1639;Unterbindung der Vena jugularis;554;J;aerztlich;2.3;3.5;direkt
1700;Spülung der männlichen Harnröhre und/oder Instillation von Arzneimitteln;45;K;aerztlich;2.3;3.5;direkt
1701;Dehnung der männlichen Harnröhre - auch einschließlich Spülung und/oder Instillation von Arzneimitteln -, je Sitzung;74;K;aerztlich;2.3;3.5;direkt
1702;Dehnung der männlichen Harnröhre mit filiformen Bougies und/oder Bougies mit Leitsonde - auch einschließlich Spülung und/oder Instillation von Arzneimitteln -, erste Sitzung;178;K;aerztlich;2.3;3.5;direkt
1703;Unblutige Fremdkörperentfernung aus der männlichen Harnröhre;148;K;aerztlich;2.3;3.5;direkt
1704;Operative Fremdkörperentfernung aus der männlichen Harnröhre;554;K;aerztlich;2.3;3.5;direkt
1708;Kalibrierung der männlichen Harnröhre;75;K;aerztlich;2.3;3.5;direkt
1709;Kalibrierung der weiblichen Harnröhre;60;K;aerztlich;2.3;3.5;direkt
1710;Dehnung der weiblichen Harnröhre - auch einschließlich Spülung und/oder Instillation von Arzneimitteln -, je Sitzung;59;K;aerztlich;2.3;3.5;direkt
1711;Unblutige Fremdkörperentfernung aus der weiblichen Harnröhre;74;K;aerztlich;2.3;3.5;direkt
1712;Endoskopie der Harnröhre (Urethroskopie);119;K;aerztlich;2.3;3.5;direkt
1713;Endoskopie der Harnröhre (Urethroskopie) mit operativem Eingriff (z.B. Papillomkoagulation, Erstbougierung und/oder Spaltung einer Striktur);296;K;aerztlich;2.3;3.5;direkt
